alcohol,chlorides,citric acid,density,pH,sulphates,total sulfur dioxide,volatile acidity,quality
12.6,0.034,0.18,0.9896,3.08,0.4399999976158142,98.0,0.46,7
10.5,0.047,0.3,0.9941,3.12,0.3499999940395355,114.0,0.21,6
10.3,0.05,0.18,0.99207,3.24,0.4600000083446502,145.0,0.24,5
10.0,0.036,0.26,0.9986,3.41,0.5,214.0,0.26,6
9.2,0.039,0.25,0.9919,3.22,0.4300000071525574,89.0,0.14,6
11.4,0.075,0.42,0.99103,3.32,0.6200000047683716,71.0,0.17,6
11.7,0.03,0.28,0.99062,3.31,0.3799999952316284,86.0,0.31,7
9.4,0.054,0.26,0.9954,3.12,0.4900000095367431,181.0,0.23,5
11.2,0.045,0.28,0.99175,3.47,0.5199999809265137,87.0,0.13,6
11.4,0.047,0.25,0.9914,3.16,0.4799999892711639,132.0,0.17,5
12.5,0.033,0.33,0.99064,3.29,0.6499999761581421,74.0,0.31,6
9.3,0.05,0.37,0.99488,2.86,0.4900000095367431,150.0,0.23,6
11.0,0.025,0.3,0.99104,3.11,0.4399999976158142,76.0,0.2,6
10.0,0.051,0.37,0.9941,3.32,0.6200000047683716,96.0,0.3,5
11.4,0.024,0.25,0.9925,2.87,0.4900000095367431,99.0,0.27,5
9.1,0.069,0.23,0.9962,3.25,0.5299999713897705,157.0,0.24,5
9.5,0.052,0.43,0.994,2.85,0.4600000083446502,104.0,0.19,5
9.4,0.037,0.15,0.99642,3.28,0.5199999809265137,157.0,0.56,5
10.3,0.034,0.24,0.99582,3.33,0.5899999737739563,135.0,0.24,6
9.1,0.041,0.42,0.9996,3.29,0.75,182.0,0.25,7
12.3,0.033,0.36,0.9906,3.1,0.7099999785423279,114.0,0.32,7
9.2,0.055,0.24,0.99626,3.2,0.5199999809265137,151.0,0.4,5
9.2,0.044,0.21,0.99345,3.14,0.4600000083446502,98.0,0.47,5
9.5,0.035,0.02,0.99234,3.24,0.3499999940395355,81.0,0.53,4
9.1,0.096,0.12,0.9983,3.32,0.449999988079071,177.0,0.56,4
10.9,0.042,0.36,0.99473,3.34,0.5199999809265137,123.0,0.24,6
9.7,0.035,0.26,0.99245,3.12,0.4099999964237213,97.0,0.22,6
9.2,0.037,0.3,0.9952,3.06,0.3400000035762787,236.0,0.23,6
11.9,0.051,0.28,0.99224,3.36,0.5799999833106995,92.0,0.28,6
10.9,0.039,0.28,0.99406,3.11,0.449999988079071,113.0,0.18,7
11.6,0.037,0.32,0.9934,3.31,0.4000000059604645,97.0,0.26,6
10.2,0.054,0.36,0.99578,3.25,0.5400000214576721,148.0,0.16,6
9.2,0.042,0.38,0.99577,3.21,0.4600000083446502,187.0,0.24,5
11.3,0.033,0.49,0.9955,3.14,0.3499999940395355,158.0,0.43,6
13.2,0.028,0.28,0.98958,3.2,0.5,100.0,0.34,7
9.0,0.036,0.3,0.99954,3.3,0.6700000166893005,201.0,0.29,5
11.4,0.036,0.33,0.9939,3.2,0.6800000071525574,138.0,0.22,6
10.8,0.044,0.28,0.993,3.42,0.6399999856948853,91.0,0.18,6
11.9,0.045,0.45,0.99064,3.16,0.4799999892711639,118.0,0.25,7
10.0,0.059,0.34,0.99882,3.17,0.5199999809265137,240.0,0.33,6
13.6,0.04,0.3,0.99021,3.17,0.270000010728836,139.0,0.37,6
10.2,0.046,0.04,0.9934,3.22,0.5099999904632568,87.0,0.36,5
10.3,0.031,0.33,0.99239,2.83,0.3100000023841858,95.0,0.22,5
9.4,0.08,0.65,0.9956,3.04,0.4799999892711639,159.0,0.45,5
9.8,0.059,0.31,0.9984,3.51,0.4699999988079071,181.0,0.25,6
10.8,0.049,0.37,0.99226,3.15,0.5199999809265137,129.0,0.2,5
10.3,0.046,0.14,0.9937,3.3,0.7099999785423279,198.0,0.35,5
12.5,0.026,0.41,0.991,3.02,0.7799999713897705,140.0,0.16,6
12.1,0.048,0.34,0.99084,3.18,0.3400000035762787,119.0,0.3,6
9.4,0.04,0.29,0.9966,3.04,0.3499999940395355,145.0,0.31,5
10.2,0.043,0.34,0.9927,3.0,0.4699999988079071,116.0,0.22,6
10.7,0.042,0.33,0.99215,3.29,0.4600000083446502,183.0,0.27,5
9.5,0.047,0.19,0.9973,3.35,0.3799999952316284,162.0,0.25,5
9.5,0.042,0.28,0.99505,3.22,0.6899999976158142,168.0,0.3,6
10.2,0.043,0.22,0.99238,3.19,0.4799999892711639,155.0,0.18,5
9.2,0.044,0.19,0.9964,3.16,0.4399999976158142,172.0,0.25,5
11.6,0.04,0.34,0.9912,3.31,0.5199999809265137,194.0,0.28,6
10.2,0.039,0.32,0.9926,3.39,0.5400000214576721,78.0,0.2,7
9.1,0.054,0.27,0.9939,3.24,0.5199999809265137,110.0,0.43,4
11.8,0.036,0.29,0.99081,3.33,0.6100000143051147,87.0,0.26,6
10.6,0.049,0.3,0.9932,3.28,0.3899999856948852,85.0,0.36,5
9.8,0.047,0.23,0.9936,3.28,0.4300000071525574,100.0,0.27,5
10.6,0.038,0.32,0.99074,3.24,0.4600000083446502,121.0,0.21,6
9.8,0.043,0.02,0.99226,3.14,0.4699999988079071,99.0,0.48,4
11.4,0.025,0.42,0.9928,3.04,0.3199999928474426,175.0,0.3,6
10.9,0.044,0.24,0.9929,3.28,0.4199999868869781,102.0,0.27,5
9.8,0.05,0.29,0.99556,3.29,0.4600000083446502,90.0,0.22,6
11.94,0.035,0.22,0.99172,3.2,0.3899999856948852,117.0,0.41,7
10.5,0.043,0.24,0.99273,3.18,0.5199999809265137,154.0,0.26,5
10.8,0.043,0.37,0.99216,3.18,0.5,104.0,0.18,5
10.4,0.038,0.24,0.9952,3.35,0.6000000238418579,137.0,0.26,6
10.8,0.045,0.24,0.99402,3.53,0.5799999833106995,164.0,0.25,5
10.7,0.061,0.35,0.9965,3.48,0.6899999976158142,94.0,0.37,6
10.0,0.05,0.34,0.99754,3.21,0.4900000095367431,96.0,0.15,6
9.1,0.048,0.28,0.9936,3.19,0.4300000071525574,159.0,0.2,6
9.5,0.045,0.42,0.99544,3.2,0.5299999713897705,209.0,0.26,6
11.7,0.028,0.25,0.9909,3.14,0.3600000143051147,84.0,0.37,6
9.7,0.043,0.07,0.9944,3.34,0.5699999928474426,149.0,0.58,5
13.3,0.041,0.4,0.98916,3.11,0.3899999856948852,86.0,0.33,7
11.6,0.037,0.44,0.9911,3.06,0.3700000047683716,146.0,0.24,6
10.2,0.047,0.29,0.9933,3.13,0.5,187.0,0.23,6
8.7,0.042,0.27,0.99786,3.14,0.4600000083446502,148.0,0.28,5
13.0,0.032,0.28,0.98946,3.16,0.5699999928474426,115.0,0.32,8
9.2,0.051,0.26,0.99416,3.15,0.4099999964237213,119.0,0.33,5
11.4,0.041,0.38,0.99043,3.03,0.5400000214576721,81.0,0.14,6
9.9,0.051,0.28,0.9962,3.16,0.5099999904632568,213.0,0.35,6
9.3,0.066,0.06,0.9934,3.26,0.550000011920929,128.0,0.36,5
9.4,0.054,0.32,0.9962,3.4,0.4099999964237213,162.0,0.12,5
11.4,0.027,0.26,0.9931,2.98,0.4099999964237213,112.0,0.22,6
10.5,0.036,0.38,0.99142,3.29,0.3899999856948852,98.0,0.375,6
9.0,0.049,0.2,0.998,3.27,0.4399999976158142,157.0,0.44,5
9.8,0.045,0.25,0.99691,3.33,0.4300000071525574,178.0,0.26,6
9.4,0.05,0.52,0.99628,3.07,0.4000000059604645,140.0,0.36,5
9.5,0.061,0.23,0.9958,3.32,0.6000000238418579,238.5,0.3,5
13.2,0.015,0.25,0.98963,2.82,0.5899999737739563,73.0,0.36,6
9.3,0.032,0.38,0.9983,3.18,0.6100000143051147,181.0,0.3,7
12.8,0.044,0.34,0.99105,3.36,0.5299999713897705,108.0,0.3,8
10.7,0.024,0.26,0.9948,3.16,0.7200000286102295,135.0,0.25,7
11.2,0.044,0.32,0.99644,3.17,0.3700000047683716,170.0,0.26,5
9.4,0.042,0.47,0.99604,3.15,0.550000011920929,156.0,0.25,6
10.9,0.039,0.29,0.9915,3.05,0.4900000095367431,67.0,0.26,6
12.0,0.027,0.3,0.99085,3.15,0.3799999952316284,92.0,0.26,7
9.8,0.039,0.29,0.99564,3.19,0.3799999952316284,98.0,0.12,8
9.7,0.045,0.3,0.9966,3.11,0.5699999928474426,174.0,0.18,6
10.9,0.058,0.36,0.995,3.25,0.5199999809265137,132.0,0.18,6
10.1,0.068,0.34,0.99138,3.24,0.4000000059604645,143.0,0.345,5
9.2,0.041,0.28,0.9954,3.45,0.4300000071525574,178.0,0.14,6
10.6,0.037,0.16,0.99167,2.95,0.449999988079071,160.0,0.41,6
9.0,0.052,0.49,0.9956,3.11,0.3799999952316284,184.0,0.46,5
12.1,0.059,0.28,0.99177,3.23,0.4099999964237213,151.0,0.22,7
11.0,0.027,0.28,0.99089,3.15,0.449999988079071,112.0,0.18,7
12.2,0.042,0.4,0.98972,3.11,0.4600000083446502,87.0,0.15,7
9.4,0.048,0.56,0.9993,3.07,0.5799999833106995,190.0,0.35,6
11.1,0.052,0.38,0.9912,3.13,0.5199999809265137,156.0,0.28,5
12.2,0.031,0.02,0.9896,3.44,0.3499999940395355,104.0,0.36,6
14.0,0.036,0.18,0.98746,3.21,0.8299999833106995,106.0,0.455,7
9.4,0.05,0.49,0.9956,3.13,0.3400000035762787,131.0,0.32,5
12.9,0.032,0.4,0.9907,3.02,0.6000000238418579,110.0,0.21,7
9.3,0.052,0.47,0.9958,2.91,0.3400000035762787,148.0,0.11,4
9.9,0.06,0.19,0.99588,3.13,0.3799999952316284,82.0,0.35,4
9.8,0.036,0.16,0.9942,3.17,0.6200000047683716,191.0,0.36,5
12.9,0.03,0.3,0.98892,3.41,0.4099999964237213,142.0,0.3,7
10.8,0.039,0.4,0.992,3.21,0.5400000214576721,107.0,0.21,6
9.9,0.053,0.3,0.99361,3.29,0.5400000214576721,186.0,0.3,4
9.4,0.079,0.65,0.99307,3.2,0.4199999868869781,137.0,0.255,5
9.6,0.05,0.33,0.9942,3.28,0.4000000059604645,131.0,0.145,6
10.5,0.048,0.49,0.9947,2.88,0.3400000035762787,108.0,0.17,4
9.1,0.058,0.28,0.9952,3.29,0.3600000143051147,146.0,0.19,6
12.2,0.029,0.25,0.99074,3.17,0.4399999976158142,128.0,0.28,7
9.3,0.053,0.28,0.99372,3.18,0.5600000023841858,92.0,0.23,5
11.0,0.022,0.27,0.99221,3.36,0.3899999856948852,129.0,0.33,7
11.1,0.049,0.49,0.9941,3.14,0.3000000119209289,209.0,0.23,7
9.4,0.045,0.7,0.9976,3.09,0.5699999928474426,169.0,0.39,5
10.9,0.048,0.3,0.9951,2.97,0.4699999988079071,192.0,0.34,5
12.3,0.03,0.49,0.9903,3.13,0.3899999856948852,96.0,0.25,7
10.0,0.049,0.34,0.99335,3.09,0.5099999904632568,135.0,0.51,5
9.2,0.056,0.28,0.9983,2.99,0.3000000119209289,143.0,0.22,6
10.5,0.055,0.4,0.99532,2.98,0.5600000023841858,103.0,0.19,6
10.5,0.034,0.33,0.99144,3.08,0.4000000059604645,45.0,0.27,6
11.3,0.04,0.33,0.9906,3.19,0.4799999892711639,115.0,0.25,7
9.0,0.076,0.27,0.9967,3.05,0.3799999952316284,154.0,0.25,5
11.5,0.047,0.38,0.99158,3.22,0.5199999809265137,95.0,0.305,7
9.5,0.05,0.35,0.997,3.15,0.5,205.0,0.24,5
9.1,0.043,0.31,0.9988,3.17,0.5400000214576721,162.0,0.39,5
11.4,0.043,0.37,0.99128,3.08,0.3799999952316284,80.0,0.25,5
10.4,0.03,0.32,0.9946,3.52,0.4099999964237213,129.0,0.24,5
10.9,0.033,0.3,0.99225,3.39,0.6899999976158142,92.0,0.24,7
13.4,0.04,0.31,0.9896,3.18,0.4799999892711639,93.0,0.33,7
10.3,0.042,0.39,0.995,3.36,0.5600000023841858,137.0,0.13,7
9.8,0.053,0.29,0.9963,3.11,0.3199999928474426,146.0,0.23,6
9.6,0.045,0.32,0.99636,3.18,0.5199999809265137,128.0,0.25,6
10.3,0.048,0.34,0.99716,3.18,0.5099999904632568,118.0,0.27,5
8.8,0.047,0.27,0.99742,3.04,0.449999988079071,219.0,0.24,5
10.7,0.045,0.35,0.9933,3.1,0.4399999976158142,125.0,0.19,7
9.3,0.054,0.24,0.9943,3.36,0.5,117.0,0.33,5
9.3,0.05,0.41,0.9979,3.39,0.4900000095367431,122.0,0.4,5
10.2,0.03,0.37,0.9932,3.28,0.6100000143051147,136.0,0.2,6
10.7,0.043,0.35,0.9938,3.3,0.5299999713897705,114.0,0.22,7
9.2,0.063,0.27,0.9969,3.09,0.6299999952316284,184.0,0.34,6
9.6,0.048,0.2,0.9929,3.17,0.5099999904632568,191.0,0.36,5
9.1,0.047,0.4,0.99945,3.34,0.7799999713897705,156.0,0.17,6
11.0,0.041,0.49,0.9927,3.25,0.6299999952316284,164.0,0.21,5
11.0,0.041,0.4,0.99268,3.21,0.4300000071525574,115.0,0.21,6
9.0,0.053,0.29,0.99839,3.03,0.5199999809265137,136.0,0.24,5
8.8,0.037,0.46,0.9986,2.94,0.3499999940395355,171.0,0.26,6
10.1,0.047,0.26,0.99622,3.38,0.5799999833106995,220.0,0.16,6
9.2,0.058,0.4,0.99322,3.03,0.3799999952316284,93.0,0.2,6
9.4,0.044,0.17,0.99578,3.21,0.4699999988079071,198.0,0.27,5
10.9,0.058,0.24,0.99567,3.15,0.4600000083446502,115.0,0.29,5
12.1,0.115,0.48,0.9918,3.24,0.5799999833106995,104.0,0.225,6
11.6,0.039,0.33,0.99051,3.31,0.449999988079071,126.0,0.2,7
12.0,0.033,0.41,0.9908,2.99,0.5600000023841858,63.0,0.27,5
10.7,0.056,0.49,0.9948,3.32,0.4900000095367431,124.0,0.16,6
12.066667,0.041,0.29,0.99005,3.1,0.5899999737739563,79.0,0.35,6
9.8,0.049,0.38,0.9958,3.3,0.5400000214576721,176.0,0.18,6
12.9,0.038,0.4,0.9906,3.18,0.3199999928474426,152.0,0.38,6
10.3,0.045,0.49,0.9931,3.16,0.3499999940395355,116.0,0.26,5
9.9,0.047,0.24,0.99251,3.3,0.4300000071525574,91.0,0.24,6
9.3,0.061,0.27,0.99772,2.99,0.5899999737739563,149.0,0.19,6
10.5,0.047,0.24,0.99383,3.52,0.6399999856948853,106.0,0.18,7
9.2,0.067,0.26,0.9986,3.03,0.4399999976158142,166.0,0.23,4
9.4,0.065,0.39,0.9974,3.16,0.3899999856948852,119.0,0.33,5
11.0,0.037,0.49,0.9938,3.2,0.3799999952316284,110.0,0.19,7
11.6,0.038,0.29,0.9912,3.32,0.4099999964237213,107.0,0.28,7
10.7,0.04,0.33,0.9936,3.26,0.6399999856948853,131.0,0.24,6
9.2,0.04,0.25,0.9971,3.28,0.6100000143051147,191.0,0.38,5
11.9,0.044,0.23,0.98924,3.28,0.3400000035762787,180.0,0.29,6
11.8,0.033,0.38,0.991,3.42,0.4199999868869781,94.0,0.32,7
10.9,0.053,0.67,0.9959,3.19,0.5,100.0,0.35,5
10.8,0.046,0.26,0.99526,3.26,0.3499999940395355,143.0,0.2,6
9.8,0.053,0.26,0.99676,3.2,0.3499999940395355,95.0,0.11,6
12.7,0.027,0.33,0.98945,3.37,0.4199999868869781,138.0,0.32,6
9.3,0.056,0.22,0.99715,3.08,0.6100000143051147,213.0,0.29,6
11.0,0.036,0.3,0.99269,3.24,0.4799999892711639,117.0,0.32,6
11.2,0.045,0.28,0.9913,3.22,0.270000010728836,151.0,0.15,6
12.8,0.035,0.28,0.98868,3.1,0.4699999988079071,73.0,0.36,7
13.4,0.069,0.29,0.99014,3.22,0.5899999737739563,114.0,0.53,6
8.9,0.047,0.31,0.9962,3.13,0.449999988079071,177.0,0.26,6
11.1,0.051,0.39,0.9906,3.23,0.4000000059604645,135.0,0.25,6
10.9,0.045,0.33,0.9942,3.32,0.4399999976158142,131.0,0.38,6
10.6,0.035,0.31,0.99478,3.12,0.4000000059604645,122.0,0.21,6
9.7,0.032,0.41,0.99622,3.14,0.6000000238418579,179.0,0.42,5
10.0,0.05,0.44,0.99855,3.11,0.4799999892711639,130.0,0.2,6
9.1,0.053,0.45,0.9959,3.23,0.4799999892711639,196.0,0.22,6
8.8,0.056,0.41,0.9995,3.2,0.4399999976158142,155.0,0.19,6
10.5,0.047,0.32,0.9933,3.26,0.4399999976158142,132.0,0.25,5
11.1,0.027,0.44,0.993,3.02,0.3400000035762787,126.0,0.26,8
11.9,0.03,0.32,0.99044,3.33,0.5199999809265137,122.0,0.21,6
12.8,0.034,0.39,0.9917,3.29,0.6700000166893005,122.0,0.57,7
13.1,0.038,0.23,0.98898,2.97,0.699999988079071,95.0,0.28,6
9.7,0.048,0.32,0.9938,3.5,0.5,200.0,0.17,6
12.2,0.031,0.37,0.9897,3.3,0.3400000035762787,61.0,0.24,4
11.5,0.035,0.34,0.9928,3.19,0.4600000083446502,83.0,0.2,6
9.4,0.05,0.24,0.997,3.34,0.3899999856948852,164.0,0.21,5
10.8,0.04,0.27,0.99411,3.33,0.3100000023841858,120.0,0.25,6
10.5,0.03,0.3,0.99192,3.05,0.6800000071525574,80.0,0.23,5
9.5,0.061,0.31,0.99388,3.16,0.5299999713897705,218.0,0.25,5
10.0,0.046,0.21,0.99466,3.38,0.4600000083446502,133.0,0.21,6
10.9,0.032,0.3,0.993,2.99,0.3899999856948852,134.0,0.09,6
9.2,0.048,0.44,0.99528,3.15,0.4799999892711639,179.0,0.28,5
9.6,0.047,0.53,0.9992,3.09,0.5199999809265137,182.0,0.29,5
10.4,0.031,0.26,0.9944,3.13,0.5,90.0,0.31,5
11.9,0.034,0.01,0.9906,3.15,0.3000000119209289,122.0,0.55,5
10.2,0.034,0.28,0.99405,3.35,0.6399999856948853,111.0,0.21,4
10.4,0.052,0.33,0.9938,3.23,0.4600000083446502,118.0,0.23,6
9.2,0.052,0.48,0.99782,3.07,0.449999988079071,94.0,0.25,6
10.4,0.034,0.3,0.99152,3.03,0.4900000095367431,125.0,0.17,6
10.4,0.055,0.21,0.9986,3.35,0.5400000214576721,182.0,0.54,6
11.8,0.032,0.39,0.9912,3.32,0.5,118.0,0.23,6
9.0,0.048,0.34,0.9962,3.1,0.5400000214576721,152.0,0.24,5
10.4,0.056,0.36,0.993,3.2,0.5299999713897705,153.0,0.22,6
11.0,0.036,0.32,0.99096,3.22,0.4099999964237213,184.0,0.16,6
10.8,0.042,0.36,0.99144,3.22,0.5400000214576721,61.0,0.17,6
10.2,0.041,0.62,0.99358,2.96,0.5899999737739563,113.0,0.21,5
9.8,0.051,0.36,0.9972,3.16,0.4900000095367431,177.0,0.23,5
12.7,0.039,0.28,0.98946,3.22,0.3799999952316284,137.0,0.31,6
11.4,0.036,0.36,0.99056,3.05,0.5400000214576721,110.0,0.17,6
10.9,0.033,0.23,0.9944,3.38,0.5899999737739563,130.0,0.21,6
12.5,0.027,0.22,0.9893,3.51,0.3799999952316284,89.0,0.33,7
9.8,0.042,0.37,0.9958,3.26,0.5600000023841858,167.0,0.21,6
10.8,0.03,0.27,0.99402,3.15,0.3400000035762787,98.0,0.16,5
11.0,0.093,0.26,0.9924,3.44,0.6600000262260437,161.0,0.2,5
9.5,0.049,0.42,0.9966,3.24,0.5199999809265137,231.0,0.25,6
11.1,0.034,0.29,0.98936,3.14,0.3600000143051147,89.0,0.22,7
12.4,0.027,0.37,0.99086,3.19,0.3400000035762787,112.0,0.24,6
12.4,0.037,0.33,0.98987,3.18,0.3700000047683716,155.0,0.3,6
10.6,0.034,0.49,0.9918,2.98,0.3899999856948852,126.0,0.28,6
9.8,0.053,0.32,0.9924,3.29,0.7200000286102295,218.5,0.37,6
12.6,0.034,0.39,0.991,3.09,0.75,180.0,0.21,8
9.5,0.04,0.24,0.995,3.22,0.4699999988079071,141.0,0.3,5
9.5,0.056,0.28,0.99755,3.42,0.4300000071525574,175.0,0.25,5
12.6,0.029,0.15,0.9903,3.3,0.5899999737739563,87.0,0.37,7
11.3,0.036,0.48,0.99162,3.18,0.449999988079071,165.0,0.23,6
9.5,0.032,0.14,0.99542,3.28,0.4399999976158142,142.0,0.28,6
13.1,0.026,0.32,0.9892,3.31,0.3700000047683716,138.0,0.29,7
11.5,0.053,0.18,0.98956,3.22,0.3899999856948852,99.0,0.23,5
10.5,0.052,0.29,0.9929,3.48,0.5600000023841858,127.0,0.28,7
12.3,0.034,0.27,0.99175,3.21,0.5899999737739563,95.0,0.4,8
9.5,0.046,0.33,0.9983,3.36,0.4000000059604645,145.0,0.24,5
11.1,0.041,0.25,0.99078,3.27,0.5600000023841858,95.0,0.2,6
12.1,0.035,0.36,0.9891,3.23,0.6399999856948853,78.0,0.25,7
10.6,0.03,0.34,0.99706,3.13,0.4699999988079071,177.0,0.29,5
9.0,0.042,0.5,0.9984,3.09,0.4600000083446502,184.0,0.38,6
11.5,0.039,0.49,0.9938,2.94,0.3199999928474426,84.0,0.3,6
11.4,0.022,0.28,0.9907,3.2,0.6399999856948853,158.0,0.19,6
11.1,0.022,0.45,0.9934,3.01,0.3300000131130218,49.0,0.28,7
12.2,0.029,0.31,0.99077,2.95,0.7699999809265137,141.0,0.26,6
9.4,0.064,0.43,0.9954,3.12,0.4399999976158142,186.0,0.45,5
10.15,0.03,0.22,0.99218,3.55,0.4399999976158142,123.0,0.185,6
8.9,0.052,0.24,0.9961,3.13,0.4699999988079071,214.0,0.26,5
10.6,0.042,0.35,0.9926,3.08,0.3799999952316284,71.0,0.24,5
9.6,0.071,0.3,0.9924,3.14,0.5099999904632568,128.0,0.335,6
9.3,0.039,0.27,0.99815,3.27,0.3000000119209289,119.0,0.3,6
9.8,0.092,0.35,0.99438,3.19,0.4399999976158142,138.0,0.32,5
10.2,0.057,0.29,0.99756,3.33,0.5400000214576721,144.0,0.23,6
11.5,0.034,0.3,0.9902,3.2,0.3799999952316284,129.0,0.26,4
10.5,0.049,0.42,0.993,3.47,0.4799999892711639,122.0,0.26,8
10.0,0.046,0.17,0.99288,3.08,0.4300000071525574,117.0,0.28,5
9.1,0.049,0.33,1.0,3.06,0.4399999976158142,195.0,0.26,7
10.5,0.046,0.4,0.99194,3.0,0.3499999940395355,106.0,0.2,4
9.1,0.049,0.54,0.9984,3.06,0.449999988079071,152.0,0.28,6
12.8,0.025,0.29,0.99162,3.15,0.6499999761581421,124.0,0.32,7
8.9,0.041,0.18,0.9959,3.14,0.4099999964237213,223.0,0.32,5
10.4,0.049,0.31,0.9934,3.6,0.6700000166893005,127.0,0.18,7
10.9,0.028,0.32,0.993,3.13,0.550000011920929,83.0,0.22,8
9.4,0.042,0.48,0.9983,3.06,0.5899999737739563,204.0,0.31,5
12.5,0.03,0.35,0.9912,3.36,0.6000000238418579,101.0,0.32,8
10.2,0.042,0.62,0.99358,2.96,0.5899999737739563,109.0,0.21,6
8.9,0.046,0.58,0.9983,3.08,0.4600000083446502,177.0,0.28,5
9.1,0.047,0.46,0.9958,3.2,0.5400000214576721,186.0,0.26,5
9.8,0.059,0.29,0.99328,3.09,0.3700000047683716,115.0,0.27,5
10.2,0.053,0.39,0.9988,3.18,0.6399999856948853,194.0,0.23,6
9.5,0.05,0.29,0.9962,3.13,0.3499999940395355,105.0,0.24,5
9.5,0.047,0.52,0.99541,3.16,0.4699999988079071,191.0,0.26,6
12.3,0.021,0.33,0.99021,3.26,0.449999988079071,76.0,0.25,6
10.8,0.039,0.37,0.9922,3.26,0.6000000238418579,125.0,0.17,7
9.5,0.04,0.44,0.9969,3.22,0.5600000023841858,223.0,0.28,5
12.0,0.046,0.28,0.98997,3.12,0.3100000023841858,103.0,0.23,5
11.6,0.036,0.35,0.99119,3.31,0.6200000047683716,109.0,0.29,6
9.6,0.05,0.51,0.9976,3.07,0.5199999809265137,168.0,0.3,7
9.7,0.037,0.34,0.9962,3.1,0.449999988079071,150.0,0.21,6
9.2,0.034,0.0,0.9932,3.19,0.3400000035762787,114.0,0.5,4
10.2,0.042,0.44,0.993,3.32,0.5099999904632568,140.0,0.14,6
10.6,0.025,0.3,0.992,3.21,0.4699999988079071,134.0,0.26,6
11.45,0.021,0.28,0.99188,3.15,0.3600000143051147,132.0,0.32,7
9.2,0.045,0.45,0.99573,3.26,0.4600000083446502,203.0,0.28,6
10.1,0.046,0.6,0.9936,3.05,0.5400000214576721,165.0,0.21,7
8.8,0.054,0.32,0.9984,3.01,0.5400000214576721,138.0,0.24,5
12.5,0.026,0.3,0.98952,3.32,0.6000000238418579,114.0,0.28,7
13.05,0.024,0.32,0.98823,3.2,0.4600000083446502,97.0,0.22,7
10.5,0.04,0.28,0.9917,3.19,0.4799999892711639,125.0,0.22,6
10.5,0.05,0.21,0.9928,3.42,0.5199999809265137,122.0,0.41,6
11.0,0.045,0.45,0.9917,3.13,0.3899999856948852,96.0,0.19,6
10.5,0.025,0.3,0.9928,3.29,0.6200000047683716,153.0,0.27,6
11.3,0.031,0.25,0.99241,3.39,0.4000000059604645,116.0,0.35,6
8.9,0.046,0.61,0.9982,3.07,0.4600000083446502,179.0,0.27,5
9.1,0.05,0.34,0.9953,3.19,0.4000000059604645,129.0,0.32,5
12.3,0.043,0.26,0.99116,3.17,0.4099999964237213,176.0,0.43,6
9.6,0.05,0.32,0.9973,3.2,0.5,236.0,0.54,5
11.5,0.05,0.28,0.99326,3.22,0.6000000238418579,116.0,0.22,8
12.6,0.035,0.34,0.98949,3.24,0.3600000143051147,123.0,0.21,7
11.4,0.029,0.15,0.9898,3.3,0.4000000059604645,83.0,0.29,6
12.8,0.033,0.3,0.98912,3.29,0.4199999868869781,142.0,0.32,7
11.2,0.04,0.27,0.99026,3.5,0.3899999856948852,103.0,0.19,5
10.6,0.047,0.43,0.99628,3.23,0.6399999856948853,87.0,0.31,5
12.8,0.034,0.35,0.99008,3.19,0.4000000059604645,121.0,0.25,6
9.9,0.046,0.0,0.994,3.3,0.6299999952316284,166.0,0.31,6
8.5,0.054,0.48,1.00038,2.98,0.6100000143051147,183.0,0.18,6
11.0,0.047,0.29,0.991,3.34,0.5,127.0,0.235,7
10.8,0.027,0.25,0.9934,3.49,0.5099999904632568,140.0,0.14,6
10.0,0.044,0.36,0.997,3.1,0.4600000083446502,162.0,0.2,6
11.2,0.036,0.1,0.99082,3.48,0.5400000214576721,74.0,0.47,4
9.1,0.045,0.16,0.994,3.12,0.3499999940395355,92.0,0.56,6
8.5,0.054,0.48,1.00038,2.98,0.6100000143051147,183.0,0.18,6
10.0,0.049,0.41,0.9941,2.96,0.4399999976158142,111.0,0.26,5
12.6,0.029,0.28,0.9906,3.0,0.4099999964237213,112.0,0.38,6
10.4,0.035,0.28,0.99486,3.4,0.4199999868869781,108.0,0.25,6
12.7,0.033,0.31,0.98984,3.35,0.5,142.0,0.21,6
10.1,0.054,0.32,0.99266,3.3,0.4300000071525574,183.0,0.3,5
9.4,0.036,0.37,0.99576,3.2,0.4799999892711639,153.0,0.23,6
11.0,0.048,0.32,0.99281,3.22,0.6000000238418579,161.0,0.27,6
13.0,0.038,0.22,0.99018,3.25,0.5299999713897705,98.0,0.39,7
11.1,0.04,0.28,0.99174,3.18,0.5299999713897705,111.0,0.25,5
12.1,0.039,0.28,0.9899,3.36,0.4699999988079071,78.0,0.2,6
10.9,0.059,0.26,0.9955,3.04,0.4199999868869781,181.0,0.39,6
10.3,0.044,0.38,0.99517,3.06,0.5,139.0,0.26,6
9.4,0.04,0.27,0.99831,3.05,0.6600000262260437,221.0,0.32,5
12.4,0.028,0.36,0.99272,3.14,0.4099999964237213,111.0,0.17,6
10.4,0.056,0.57,0.99464,3.25,0.6100000143051147,171.0,0.255,7
11.4,0.035,0.36,0.99094,3.01,0.6299999952316284,126.0,0.26,6
10.2,0.042,0.42,0.99518,3.5,0.5899999737739563,144.0,0.23,6
